customer_id,name,dob,kyc_status,email,phone,address,country
C-1087,Edward Stanley,06/30/1985,VERIFIED,collinclark@hotmail.com,171-467-7418x6256,"47743 Elliott Drive Apt. 158, Arellanoshire, OH 08494",Tajikistan
C-1088,Joseph Sheppard,05/29/1991,PENDING,thomasmiller@hotmail.com,8989921722,"Unit 3206 Box 1632, DPO AP 34302",Ghana
C-1089,Suzanne Jones,01/23/1971,BLOCKED,melissa87@gmail.com,001-998-616-2299x911,"8564 Pena Ports, Johnsonview, FL 81535",Netherlands
C-1090,Jennifer Foster,06/18/2004,BLOCKED,brandonalvarez@yahoo.com,(054)447-1324x754,"73678 Nicholson Passage, North Larry, MO 18280",Slovakia (Slovak Republic)
C-1091,Sherry Johnson,10/08/1957,VERIFIED,wrightstephen@bush-hill.info,610.357.9727x98552,"140 Williams Walk Apt. 333, Denisehaven, WI 89918",Algeria
C-1092,Carlos Thompson,02/24/1999,ACTIVE,johnnytrujillo@marquez-fletcher.com,(657)437-4896x91085,"1715 Davidson Wall Suite 443, New Kathy, AR 79148",Iraq
C-1093,Melanie Griffith,04/02/1989,ACTIVE,jordan66@yahoo.com,001-099-353-8758x4282,"48251 Michael Summit Suite 655, Brendamouth, DE 62175",Austria
C-1094,Lauren Blackburn,07/01/1949,ACTIVE,vincentdillon@yahoo.com,460.223.5697x25217,"0074 Kathleen Extension, South Kristen, CO 17462",New Zealand
C-1095,Jeffrey Patterson,02/19/1977,BLOCKED,johnsonjames@yahoo.com,5830033542,"10447 Hamilton Spur Apt. 575, East Stacy, MO 03007",Denmark
C-1096,William Clark,02/21/1946,BLOCKED,richardsondebra@brooks.com,001-890-901-0016x76184,"04618 Dean Squares, South Maria, NY 94711",Nicaragua
C-1097,Brian Rodriguez,03/03/1958,VERIFIED,marie35@ortiz.com,001-753-001-1972x181,"3744 Williams Via, Port Benjamin, MN 89206",Germany
C-1098,Brian York,03/27/2005,ACTIVE,christianelizabeth@murphy.org,155-216-6746x762,"16979 White Light, Cherylberg, NM 15303",Tuvalu
C-1099,Angel Green,01/13/1966,VERIFIED,tiffanysantiago@stone-watts.org,637-562-8900,"772 Karen Islands, West Tara, NY 29691",Mayotte
C-1100,Jennifer Young,11/22/1975,VERIFIED,fmiller@yahoo.com,170-166-0880x19948,"5037 Castro River Suite 571, Port Donnatown, MI 83556",South Georgia and the South Sandwich Islands
C-1101,Joseph Park,10/07/1947,VERIFIED,ttaylor@griffith.com,637-351-6091,"9827 Alyssa Causeway Suite 978, Lake Beth, DC 14074",Iceland
C-1102,Lisa Morris,08/18/2004,PENDING,spetty@gmail.com,654-722-6984x858,"94522 Page Trace, Annashire, TN 93578",Israel
C-1103,Stephanie Ferguson,05/12/2004,ACTIVE,millsanthony@gmail.com,0342442043,"7198 Julia Points, Youngport, TN 06658",Vanuatu
C-1104,Jason French,04/11/1991,ACTIVE,smithjohn@hotmail.com,001-735-989-3347x21228,"4842 Brandy Glens, West Stevenberg, FL 42788",Nauru
C-1105,Timothy Gilbert,09/10/1989,PENDING,jtyler@yahoo.com,583-281-8268,"3355 Carter Terrace, Barajastown, TN 45852",Kiribati
C-1106,Martin Sellers,03/30/1961,PENDING,patrick16@fernandez-campbell.net,001-588-770-4358x11288,"36138 Lucas Cliffs, North Stephen, AZ 11972",Barbados
C-1107,Robert Grant,10/11/1983,ACTIVE,rickey76@stewart-price.com,+1-091-901-5814,"147 Foster Shore Apt. 728, East Julie, ND 39164",Norfolk Island
C-1108,Michael Sloan,10/02/1998,PENDING,spencerangela@gmail.com,0996881435,"23943 Howard Union, Port Karenside, SD 72546",Barbados
C-1109,Austin Garcia,01/10/1994,VERIFIED,michael31@yahoo.com,+1-135-775-9492x995,"05336 Larsen Dale Suite 777, Kimfort, CT 23539",Oman
C-1110,Sarah Trevino,03/06/1954,BLOCKED,jessica11@atkinson.com,001-969-308-4887,"6394 Steven Pass, South Michaeltown, IA 80983",Poland
C-1111,Jose Griffin,11/03/1956,VERIFIED,ccrosby@juarez.com,530-385-6770x051,"498 Nicholas Lane Suite 918, Nicholasbury, MO 46756",Svalbard & Jan Mayen Islands
C-1112,Katelyn Olson,10/07/1985,ACTIVE,scotthall@schneider.com,+1-136-517-7739x260,"922 Patricia Drive, East Jonathanburgh, MO 79059",Monaco
C-1113,Sherry Luna,07/16/2000,PENDING,robinsoncatherine@yahoo.com,236.929.2984x2579,"6210 Alexandra Parkways, Serranoville, NJ 81077",Nepal
C-1114,Richard Gordon,08/24/1952,BLOCKED,mhopkins@carey.biz,650.863.7659x91624,"49864 Adam Summit, New Alexandrahaven, MS 86293",Costa Rica
C-1115,Emily Cox,03/09/1955,ACTIVE,jose86@hotmail.com,(946)368-8725x887,"562 Julie Mission Apt. 138, Hartmanside, UT 90228",Romania
C-1116,James Fields,05/22/1999,PENDING,thomasburke@brown.com,906-698-4902,"38430 Christina Spring Apt. 530, North Wendy, MO 46786",Paraguay
C-1117,Kevin Holmes,10/19/1994,BLOCKED,dunnjessica@herman.com,937.690.4268,"451 Walter Via, Heatherfurt, NJ 32387",Saudi Arabia
C-1118,Reginald Maldonado,08/29/2005,BLOCKED,ewilson@schultz-gamble.com,658-804-3416x51827,"423 Mclaughlin Freeway, Port Joseph, ID 33229",Taiwan
C-1119,Brittney Rodriguez,04/09/2007,PENDING,waustin@rubio.com,947.284.6392x0867,"USS Shaw, FPO AA 90460",Singapore
C-1120,William Wolfe,12/17/1975,BLOCKED,smithjason@hotmail.com,559-428-4347,"USNV Diaz, FPO AA 56068",Cote d'Ivoire
C-1121,Paul Diaz,11/29/1971,ACTIVE,iwhite@hotmail.com,+1-314-386-6322x70267,"4489 Raymond Spurs Apt. 034, Combsville, WA 44365",Eritrea
C-1122,Justin Frederick,03/10/1962,PENDING,jenkinsmichael@hotmail.com,+1-399-824-5587x716,"225 Welch Ports Suite 112, Jeremymouth, LA 93618",Ethiopia
C-1123,Jennifer Barron,10/18/1997,VERIFIED,lgutierrez@gmail.com,(341)326-1117,"8114 Christopher Loaf, Jeromeport, SC 17070",Bulgaria
C-1124,Carolyn Johnson,12/07/1968,ACTIVE,imcdonald@yahoo.com,+1-728-299-7968,"7831 Parker Loop Suite 240, New Lisaberg, LA 61999",Marshall Islands
C-1125,Thomas Arroyo,02/11/1977,ACTIVE,cannonlauren@hotmail.com,085.368.6632,"3416 Zachary Union Suite 484, Lopezland, DC 38458",Bouvet Island (Bouvetoya)
C-1126,Lisa Nelson,01/11/1987,PENDING,malikhernandez@hotmail.com,2144270312,"6475 Terry Bypass, Christopherberg, KY 51936",Barbados
C-1127,Catherine Huang,09/01/1961,PENDING,martinezkayla@gmail.com,(730)371-8376x4520,"7435 Michelle Forge, East Cynthiamouth, GA 36689",Mozambique
C-1128,Richard Smith,07/05/1947,BLOCKED,nathandavis@gmail.com,195.005.2812x7358,"3065 John Canyon Suite 784, Lopezburgh, MI 42926",Saint Martin
C-1129,Sean George,03/19/2003,ACTIVE,schmidtshannon@weaver-gibson.net,(209)593-5186x3878,"6511 Bradley Curve Apt. 031, Leeton, SD 51435",Palestinian Territory
C-1130,Marcus Garza Jr.,09/03/1959,BLOCKED,conradjason@hebert-collier.info,+1-058-650-9480x1413,"USS Garcia, FPO AE 70186",Hungary
C-1131,Joseph Wright,03/16/1987,ACTIVE,xreese@ray.biz,228-685-2897,"USNV Pierce, FPO AA 49223",Isle of Man
C-1132,Jessica Swanson,01/20/1986,ACTIVE,nicholaspierce@king.biz,0490824043,"48889 Clinton Mount Suite 224, Pamelabury, KS 39862",Bermuda
C-1133,Laura Robinson,11/26/1949,VERIFIED,sthompson@hotmail.com,001-194-096-1055,"1390 Brown Pine Apt. 589, West Wayne, FL 07122",Peru
C-1134,Jenna Griffin,02/24/1985,ACTIVE,ryanhartman@anderson.info,001-086-416-8622,"6938 John Grove, Morrisshire, DE 88548",Isle of Man
C-1135,Gregory Flores,01/23/1985,BLOCKED,gary59@hanson-alexander.com,521.103.9240,"7705 Jody Forest, New Alexandra, OH 63812",Niger
C-1136,Brenda Hale,11/26/1945,BLOCKED,scottbrian@gmail.com,001-940-701-6451x046,"157 Jacob Parkway Suite 800, New Kevin, MO 98069",Cayman Islands
C-1137,Michael Kelly,03/23/1965,VERIFIED,lisa46@raymond.com,(562)168-9363,"9578 Jamie Dam Apt. 248, South Wendy, FL 86514",Venezuela
C-1138,Brooke Jones,12/01/1980,BLOCKED,lonniehobbs@johnson.biz,742-312-2099x4999,"05172 Joseph Landing, Port Paul, DC 21968",Congo
C-1139,Jason Novak,08/17/2007,PENDING,qwalker@gmail.com,001-312-797-5736x60965,"177 Natalie Gardens, Terrellton, MS 68150",Serbia
C-1140,Amber Carter,09/27/1971,VERIFIED,steven64@hotmail.com,8277181298,"7027 Nicole Course Suite 521, North Jasminstad, NC 93205",Hungary
C-1141,Vanessa Salazar,07/14/1955,BLOCKED,kwilliams@yahoo.com,001-222-206-4474,"30940 Jimenez Parks, New Nicolebury, OR 86939",Lebanon
C-1142,Jeremy Burke,02/05/1945,BLOCKED,christine83@lopez.com,2099451016,"Unit 2499 Box 9827, DPO AP 76387",Guyana
C-1143,Anna Evans,09/24/1969,PENDING,changmegan@gmail.com,721-458-6833x9019,"9469 Green Ports, Sarashire, NC 96076",Niue
C-1144,Dr. Stephen Hall IV,10/27/1957,VERIFIED,johnsoncolleen@mclaughlin.org,(605)583-0344x14488,"55699 Marilyn Fields, Marthafort, NJ 05161",Oman
C-1145,Christopher Murray,07/13/2003,PENDING,abowers@hotmail.com,8495880395,"24056 Ashley Loaf Apt. 914, Jenniferview, CO 65650",Turkey
C-1146,Jesse Sampson,05/12/1959,VERIFIED,danielglover@gmail.com,780-782-3578,"18230 Hughes Way Apt. 040, West Steventon, NC 86875",Samoa
C-1147,Kenneth Collins,05/12/2005,VERIFIED,james44@flores.com,(410)988-1385,"49321 Austin Junction Suite 020, Bergerton, MS 07552",Benin
C-1148,Christopher Carlson,12/27/1984,ACTIVE,larry38@gmail.com,001-792-171-7477x33294,"PSC 6255, Box 7701, APO AA 15297",Guernsey
C-1149,Ryan Campbell,05/16/1968,BLOCKED,sullivanjennifer@nguyen.com,876-963-9382x7615,"9583 Elaine Club Suite 199, Nguyenville, NV 23592",Gambia
C-1150,Andrea Rodriguez,01/18/2000,BLOCKED,troy01@gmail.com,(902)278-4699,"549 Sellers Mews, Veronicashire, RI 67403",Iraq
C-1151,Sarah Brown,12/20/2005,ACTIVE,warnerlori@rodriguez-campbell.com,696.566.6683,"38656 Keith Well Apt. 201, East Jenniferfort, NE 18297",Belize
C-1152,Robert Dalton,06/17/2005,PENDING,shawncoleman@yahoo.com,(532)690-9738x4689,"751 Nixon Common, Lake Jessica, WV 37125",Lao People's Democratic Republic
C-1153,Kelly Bishop,05/04/1961,ACTIVE,suttonamber@hotmail.com,905-807-7879x5654,"949 Brown Mountains, New Brett, WA 82331",Anguilla
C-1154,Bradley Wagner,08/04/2002,BLOCKED,david44@yahoo.com,1929275243,"1292 Mullins Loop, Youngmouth, SC 22427",Cote d'Ivoire
C-1155,Sarah Brown,08/23/1962,BLOCKED,jacksonraymond@alvarez-vaughan.net,667.428.6047,"018 Blanchard Meadows Suite 544, West Destinyfurt, WI 89012",San Marino
C-1156,Michael Townsend,01/13/1980,ACTIVE,lawrencesmith@gmail.com,061-817-5344,"109 Stephanie Route, Lake Susanland, PA 17528",Honduras
C-1157,Stephanie Knight,03/23/1957,ACTIVE,jonowens@fowler.biz,001-542-140-6650x442,"96271 Amber Meadows Apt. 917, Dakotaland, OK 95861",El Salvador
C-1158,Alicia Jimenez,01/29/1989,ACTIVE,ortegajoseph@rivera.info,661.830.6719x8554,"8517 Holland Fall, South Donnaport, MS 14495",Niue
C-1159,Katelyn Mcclure,06/16/1974,BLOCKED,austinjohnson@allen.com,870.050.5061x3878,"02707 John Run, North Gerald, ME 13253",Korea
C-1160,Sara Brown,04/12/2000,ACTIVE,crawfordlauren@brown.biz,651-982-5309x25114,"58273 Dennis Turnpike Suite 207, North Adrianland, SD 78322",Tuvalu
C-1161,Michael Sparks,01/16/1977,ACTIVE,douglasnelson@jenkins-hurley.org,001-092-791-4560x833,"588 Steven Road, West Brian, WY 20059",Poland
C-1162,Susan Jimenez,07/10/1955,PENDING,newmanjustin@king-jensen.info,1082207811,"PSC 7995, Box 6353, APO AE 43247",Denmark
C-1163,Oscar Kane,03/16/1970,ACTIVE,ruiztodd@thomas-reilly.info,(652)735-4352,"2177 Jackson Junctions, West Cassandra, WY 84124",Zambia
C-1164,Carolyn Cordova,11/01/2002,BLOCKED,jenkinsaimee@vargas.com,6335693929,"PSC 6007, Box 8068, APO AA 63319",Sudan
C-1165,Samantha Chavez,01/06/1961,PENDING,steelerichard@anderson.com,+1-107-427-9907x7262,"701 Barry Isle Apt. 464, Port Gail, MA 96938",Venezuela
C-1166,Tony Leonard,01/28/2005,VERIFIED,reyessteven@diaz.net,001-183-253-8179x335,"640 Nathan Mission Suite 881, Mckinneyside, LA 59742",Nicaragua
C-1167,Michael Steele,09/30/2004,BLOCKED,patriciaellis@myers.com,124-127-2380,"5670 Lopez Brooks, Port Stacey, MA 54462",Morocco
C-1168,Matthew Nguyen,01/10/1985,BLOCKED,itorres@yahoo.com,(437)540-2547,"USNS Joseph, FPO AA 24392",China
C-1169,Melissa Estrada,02/04/1955,VERIFIED,darylchaney@martinez.net,001-055-257-8284x106,"USNS Gould, FPO AA 20955",Albania
C-1170,Kimberly Romero,09/11/1988,BLOCKED,wkemp@hotmail.com,+1-297-517-0281x40693,"0939 Kimberly Trafficway, Jamesland, NV 89245",Paraguay
